output,weighted_output,count_stratus,count_stratus_flat,count_stratus_manuf,count_homefill,count_homefill_flat,count_homefill_manuf,count_qm,count_pm,count_minor,count_flat,count_manuf,count_1025_qm,count_1025_pm,count_1025_minor,count_1025_flat,count_1025_manuf,count_perfecto_qm,count_perfecto_flat,count_perfecto_manuf,count_m10_qm,count_m10_flat,count_m10_manuf,count_lm5a_qm,count_lm5a_flat,count_lm5a_manuf,count_lm5ba_qm,count_lm5ba_flat,count_lm5ba_manuf,count_lm5ca_qm,count_lm5ca_flat,count_lm5ca_manuf,count_poc_repair,start_date,start_of_day_output
151,126.75,113,18,95,4,3,1,0,0,0,22,8,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-12-31,148
